text,label
كثر استهبل حياتي اتكلم جد محد يصدقني,1
اقدر الشخص اللي نومه ثقيل تسرق اللي تبي وانت متطمن,0
انا الناس اللي مافي امل يصير عندي كلب قطوهه ارنب سلحفاه اي حيوان يكفي الحيوانات اللي اشوفهم حياتي,1
دقيت الف مره دقيت مرتين,0
ناس ودك تسالهم انت مره ابتسمت حياتك دايم جذي شكلك,0
اكتشفت ان كلمه عادي تقال بالغالب عندما يكون الانسان علي وشك الانفجار,0
البحرين المفروض يجمعون الشعب يصورونهم صوره جماعيه يحطونها علي الفلوس,0
انا انسان اشيل السلام اكثر العزيمه بكبرها,0
تري مو شرط اذا كتبت شي العتاب اكون احب يمكن اهلي كلو وماصحوني,0
فقط الخليج الشاب يلعب بلاي ستيشن كره قدم يتحول لمعلق مصرقع يقلد عصام الشوالي رءف خليف وفارس,0
احب اسوي مصيبه ومعاي احد ياخي احس بامان,0
وحده كاتبهعندما تصبح صورته خلفيه لهاتفي ينتهي الكلام ايواا عندما يراها اخوج تنتهي الحياه,1
كلمه اسعدتني الطفوله خذ الباقي تنسيني هموم الدنيا هه,0
اصغر حكمه الثور ثور,1
ابي اعرف ليش الاهل خاشين جوازاتنا عندهم شكلهم خايفين نشرد سيم سيم خدامه,0
يكفي انك دخلت قلبي بدون موعد خف علينا مستشفء الشميسي,0
ياخي مااعرف ازعل يوم كامل حدي نص ساعه بعدين ارجع لوضعي الطبيعي,0
تدري شنو اللي يرفع الضغط اذا رفعت تلفونك تدور شبكه وقدامك وجه كنه فطيره زعتر ويقولك تصورني,0
الكل الان ضيفني وضيفكك بسسررعهه,0
المخرجين الخليجيين مادري ليش كلهم مقتنعين ان الفقيره تمشط شعرها,0
احسد الجن علي وضيعه الاختفاء صراحه,0
تفله جتنا الحماس وسكتنا,0
الاحترام يصلح للجميع فالبعض يقتنع حتي ينهف بنعال,1
الكلمه الخليجيه اللي عقدت الهنود جيب المقاس اكبر شوي,0
حكمه جميله تكاسل شحن هاتفه ليلا ندم صباحا,0
سوره الملك قبيل النوم تنجيك مں عذاب القبر,0
موقع ينزل عنك بالتويتر يوم ايه حتي كنت قبرك ستجد علامه تويتر علي الصفحه اضغطها اكمل اشترك وانشر,0
الخليجي اذا اعجبته اغنيه يسمعها مره لين ياخذ المغني مءبد جهنم عليكم امر الي سحب علي الرقم رتويت,0
اول يوم بالدراسه تسمع خطبه صرتوا كبار الحين مو العام عمي اكل تبن الاجازه كلها شهور متي كبرنا,1
والله لسفرك كلمه يستخدمها بعضهم,0
المضاربه الاجانب,0
خف علينا يامدير الجوازات,0
هالجمله اذا قريتها تلحن اراديا,0
الف الصلاه والسلام ياحبيب الله محمد,0
تويوتا تدري ان جيب بالمدينه نسميه فاطمه جعفر سحبت الوكاله بكبرها السوق,0
قمه المشكله تتعرف علي ثقافته زايده بالانجليزي تحس نفسك راعي غنم ههااے,1
الركض والضحك اذا اجتمعوا يتحول الشخص لمعاق,1
دبي وقعت شركه فرنسيه لتقديم بوفيه افطار مجانا لكافه طلاب المدارس دبي مليون احنا شرفنا ضاع عشان زعتر يابس,0
اللهم اتي بالايمان الي اهل الكراسي ولاتاتي باهل الايمان الي الكراسيهاارتساسراءيل تءيد الاخوان,0
مترجم بجريده سعوديه,0
حولت حياتي لكتاب سيكون بعنوان جميعا زاءلون,0
سوريا جرح يبرا فامتطي شام ان الصبر نصرا,0
الععموم ان ككاانهاا فرقيء ترا صصدريء وسسيع ماانت ااول ﻣن خسرت وﻻا انت اغليء ﻣن رحل,0
اسال الله ان يرحم والديني ووالديكم وان يشفي مريض ويفرج وحزن مهموم دمتم بالف خير,0
اجيد الكتابه الحب الحب سطورا شعور يدركه سوي خاف الله اولا خاف علي احب,0
السلام عليكم ورحمه الله وبركاته,0
لاهنتو حبايبي ابي دعم لحسابي ابيه يوصل ناس لانه جديد الحسااببوالسلام عليكم ورحمه الله,0
عقارب الساعه قطارات الحياهہ والفرص الجميله لاﺂ تنتظر احدا,0
حفلات الليله الجمعهحفله رقم العازمي زيد العضيله صقر سليم عبدالله العصيمي قاعه الرشيد بمكه مرقاب الشعراء المرقاب رقم,0
المشكله غيابك المشكله عندما تغيب وانت حاضر,0
ايهما ابشع الوصف موتي علي قيد الحياه ام احياء عداد الموتي,0
شء سياتي الوقت المناسب لمن يتقن فن الانتظار,0
اذا اردت ان تءلم احدهم اترك ذكري سعيده,0
احيانا انفسنا تعد تتسع الا لانفسنا,0
اكثر الاشياء ايلاما للانسان ان تتوفر المعرفه وتنقصه القوه,0
زاد اعجابك بشخص زاد غباءك التعامل معه,1
السجن الوحيد الحقيقي الخوف والحريه الوحيده الحقيقيه التحرر الخوف,0
الحضور والغياب مرتبطان بالروح تستحضره روحك فهو حاضر لايستحث روحك فهو غاءب وان امام عينيك,0
عندما تتوقف المساهمه الحياه فانت تحتضر,0
القلوب النقيه تعرف البغض والكره والحسد قادره علي استيعاب صدمات الحياه بسلاسه اكثر غيرها,0
للصمت ان يجدي وفي العين لسانا اخر نستطيع اسكاته,0
منورين يالغالين فديتكم وابشركم فتحتلي حساب حسابي القديم تهكر مره ثانيه منورين,0
مسكينه الفتاه تقرا روايه محشوه بالحب لتطبق تفاصيلها علي عشيقها يسمع اغنيه ابو سويحل بنات المدارس ليتني عندكم سواق,0
عاوز تبقي الدحيحه خليك معفن البس اي بنطلون علي اي بجامه متسرحش شعرك البس نضاره متستحماش وانت بتشخ امسك الكتاب اخسر صحابك,1
يامرسي مايهزك ريح انتا جلدك تخين جدا جدا,1
وانت ابو ودان عرفت امته التاشيرات الله يرحم اخرك تاشيره اسوان علشان تلعب,1
مءسسه رخامه الله عون اهله,1
تاشيره وفيها ودان كبيره,1
تاشيره وفيها وداني,1
وعلي راي المثل ايضا ودان وليها حلقان,1
او المقاطيف مقاسات صغيره وكبيره وكل بتنجان وليه ودان وكل ودان متبقاش مقاطف,1
وانت الصادق علي وشك يبان مطرطر الودان,1
كتر ماضاضا شدك كبرت وحاشر منخيرك حاجه ياودنو,1
ودان كلام,1
ودن وفيها سماعه,0
وعلي راي المثل تاخيره وفيها ودان كبيره,1
منور ودنوو,1
وكل ودان وفيها حرقان,1
تاشيره ودانها كبيره,1
ودان جنان,1
علي راي المثل الودن تدب مطرح تحب,1
كنت عايز الزمالك يكسب عادي وشك الفقر ده هترجع ودانك بتخبط الناس وانت ماشي ان شاء الله,1
ده تاشيره وفيها ودان كبيره,1
الصحفي احمد عويس,0
الاستاذ ممدوح عباس رءيس الزمالك الاسبق بالحجز علي ارصده نادي الزمالك البنوك مليون تم الحجز عليهم امس ومحاولات كبيره لحل الازمه اجل دفع مقدم صفقتي دونجا وعمر جابر,0
ده بيفكر بودانه ملناش دعوه,1
انت دمك ثقيل قوي,1
وكل تاشيره ودان طويله,1
تاشيره وفيها خيره اشعار الودن الخطيره,1
امك اسمها سميره,0
الكلام ده كبير اوي زي ودانك هيهيهي,1
انا سمعت بيحشر مناخيره اللي مالوش انما بيحشر ودانه جديده دي,1
شغلينا نفسكوا بالاهلي مش عارفه ليه,0
اسم الله وعلي ودنك,1
اخبار ودانك ايه,1
وكل اوفه وليها ودنين,1
ربنا يديم عدم القبول,1
تاخيره سببها ودنك الكبيره,1
تصريحات حرمان قالبين الدنيا عاليها واطيها علي مباراه وديه,0
وانا واثق ومتاكد كسبتوا هتقلعوا ملط الشارع,1
اكيد خيره ياابن مرزباخ,1
الباسبورات بتاعتهم ياكابتن احمد مرضوش يديلهم التاشيرات عشان ودانهم مش باينه الصور,1
وكل ودن بيضه,1
تاشيره خيره ودانك كلها حقد وغيره,1
تاشيره وفيها خيره ودن امك كبيره,1
دمك تقيل ابو ودان,1
ياض خليك راجل محترم,1
مشي زي النسوان,1
خد دي علي مقاسك,0
لت نسوان,1
ونوسخ بلطيم ليه ابو كريم خليه مرمي مكانه,1
بتقول ايه علي صوتك,0
علي وشك يبان اكبر ودان,1
دم اهلك تقيل اوي الله يكون عون اهلك يابني والله,1
ابقي خلي حد يصورك بدل السيلفي يمكن الصوره تطلع حلوه شويه بدل دمك الواقف ده,1
حتي انت ابو وداان بتتكلم,1
وهي مامتك مالها صحيح مالها,0
الله مافهوش قبول خالص دمه سمج,1
اللي ربنا بيحبك الناس بتحبه وانت مشاء الله مفيش مخلوق طايقك اللهم عافينا,1
منسون اوي نفسه,1
الوضع اصبح التلقيح,1
اشكال واسخه اخره يروح بلطيم,1
قصدك تاشيره ودان كبيره,1
شغل نسوان,1
احلي وش طبق دش,1
تاشيره ودنوو كبيره,1
يااخي القبول ده ربنا وانت الله مافيش حد يقبلك يطيقك,1
وكل دماغ وليها ودان,0
نادي التسول,1
ابضن انسان علي وجه الكوره الارضيه بعيد الانتماءات والله,1
خليتو اللي يسوي ومايسوي يتكلم عليني استغفر الله العظيم,1
ودانو اتعلم تلقيح الكلام عمه ضاضا,1
ياخي كتر خير ولادك ازاي عايشين معاك,1
بطل تلقيح النسوان ده,1
علي راي المثل تاشيره وفيها بليله تاشيره وفيها ودان كبيره حقيقي مثال للتعصب خلي بالك تدين تدان,1
الواحد مش حيشتم عشان متلمش حسنات تاشيره وفيها ودان استغفرالله ويخلق مالاتعلمون وعلي راي المثل تاشيره شيخ غور بوشك اللي مخزن الانابيب,1
عقده الاهلي هتفضل ملزماك لحد اخر يوم عمرك,0
للاسف الاهلي مالوش التسول,0
براحتك يابو ودان عمله زي طبق الدش,1
ابو ودان,1
اللهم اعتراض علي خلقك يارب,1
ابو ودانك وربنا نسوان زملكاوي مره,1
كنت لزقتها وانت صغير مكنش بقا ده حالها,1
مدلدل,1
عيب موقع زيكم ينقل كلام هايف وجب الغاء المتابعه,1
ابودان عرف التاشيره,1
وعمرو الدرديري وخالد الغندور بيردحو زي النسوان يوم الصبح دا مميز عنهم شويه بيردح بودانه,1
مرتضي بيقولك علمناهم الشحاته سبقونا الودان,1
ده فين كانو بينامو المغرب,0
جوزيه ورجالته كانوا كاسرين عينك طول الوقت هننتظر امثالك ايه,1
قصدك مش ودان تنفع اوفه اوفه,1
انت مالك ومال التاشيرات ياودان مسيرك تدخل جحرك تاني ويتحط مش بطول معاكم,1
تعظيم سلام ودان وصل,1
ياودنوو,1
شغل نسوان بصحيح,1
ودان وفيها ترتان,1
انه تلقيح نسوان انا ضحكت للامانه بواهاهاهاها,1
وعلي راي المثل ام ودان مش هتجيب ابو قرضان,1
كابتن شامبيونز ليج بيقول حكم,0
والاءوفه ام ودنين يشليوها اتنين,1
دايما بتحب تتشتم وبتبقي مبسوط ومتكيف وانت بتتهزا انا عايز اعرف بيرضعوكم ايه,1
اللهم انت الشافي المعافي يارب,0
انما قولي يابو قردان المستشار مقالكش وانت مال امك,1
ده انتا جاحد جدع,1
شغل نسوان والله العظيم,1
الياء,0
انت مصيبهعسل احمد عيد,0
تاشيره وفيها خيره,0
خدتك السيره,0
بجيب الكلام لوذانك,0
دم ام الست الوالده عسل,1
انت مخبي ودانك نجم,1
ابو خمسه جاب تاشيره عشان يقابل ابو اربعه,0
طب متيطر بودانك تخلص الموضوع دا,1
جماعه الشء ده يتكلم بينرفزني,1
حتي دي تريقه بودانك دي,1
عندنا الحريم بيقولو المثل ده لبعض,0
المنسون,1
يارخامتك,1
وعلي راي المثل ودان طويله ارنوبه كبيره,1
اصفر,1
متسول بابا مرتضي,1
اهو ده اخره يروح يلعب اسوان,1
جاي يتريق دلوقت,1
وانت شفت التاشيرات امتي اصلا,0
وعند الله تجتمع الخصوم,0
انت بقا تسكت خالص,1
ببعرض مرتضي مش معبر اهله,1
انت ارجعت اتهرتل تاني الحق خود العلاج,1
يابابا,1
دشملتهم ودنو خلاص,1
والله انته اتقل دم مصر حتي بتوع الزمالك الي انته حاسب نفسك عليهم مش بيحبوك,1
وكل عيد خروف,0
دوري ابطال اوروبا بيتكلم والله,0
ودن وفيها بروود,1
علي فكره مشكله التاشيره تتحل بسهوله ممكن اللعيبه تركب ودن والجهاز يركب الودن التانيه وسهله يعني,1
وكل قاضيه ليهاا راي عام,0
خد بالك الكلام يخبك,0
للاسف شخص نكره,1
خالتك اسمها سميره,0
طبيعي ابو عيد دمك اتحرق علشان انت اخرك اسماعيليه اسوان ده تقول انك سافرت تلعب يعني مش تعمل معسكر زي الاهلي العالمي,1
هوا دلوقتي بيستخف دمه هه انتا تستخف دمك منظرك لوحده نكته,1
اسمها منيره,0
ماما اسمها سميره,0
متستغربوش دا احمد عيد,0
فيش كفيل,0
ابضن شخصيه الكون,1
المءتمر العالمي الي مصدعينه بيه,0
انت بتتكيف نجرح الاذن,0
وداني حبيبي يحب وداني,0
العيب مش علي الشخص علي الموقع اللي بينشر الكلام التافه,1
وعلي راي المثل دبله وفيها خرم يابلف,1
احقر لاعب شافته عيني,1
عمي ركز فريقك رايح يلعب كاس العالم بكره وابعد عنينا ده انته لدع وكراته,1
حاشر نفسك دلوقتي ليه الاهلي نفسك الجماهير تشتمك,1
اكتر كاءن حكاك شفته الكون,1
برضو مرتضي مش هيعبرك ياودنو,1
خليك انت كده النسوان بترمي كلام وخلاص بودانك اللي استبن العربيه دي,1
فعلا جبر الخواطر خلاك تفتكر انك نادي المكسب شاطر,1
وكل ودان وفيها ديداان ودنو,1
الاهلي الفتره الاخيره تراجع اداءه الحاقدين سواء ابناءه او الاخرين واضح ان الاهلي عامل عقده نفسيه لناس كتير الشجره المثمره يقذفها الناس بالحجاره,1
لسه مجاش الزمن اللي المفروض ان اللي زيك يحفلو علي الاهلي دا الاهلي بيطلعلكو الكوابيس ودنو ذاكرتكو بايظه,1
الاقبال تاريخي المءتمر الصحفي,0
مرح ايه خفت الدم دس شرابات,1
ايه ده تسول بيتكلم اول مره اشوف تسول يتكلم,1
انت طايق نفسك ازاي,1
والله التاشيره ودانك طيبقينك,1
وعلي راي المثل وداني تكبر تبقي مقاطف,1
هه اقسم بالله اخرك تروح تبيع بطاطا,1
ايوه يام جملات,0
ايوه وبردو راي المثل كبر ودانك تبقي ملك زمانك اضرب عيد هه,1
البس السماعه ياسطا وخف عبط شويه واسكت,1
تاشيره ودنوو,1
الله يموت الشتيمه,1
الجلاد,0
منسون اووي انته ياا ودنو,1
خالتك اسمها سميره ودنو,1
اضرااب علشان المركز الثالث يتوب ويبقا,0
ايه ياجدع انت ازاي طايق نفسك,1
يجمال السلفي وخفه دمه,1
مين فهم كابتن احمد عيد ان دمه خفيف وكده,0
عسل والنبي عسل,0
تاشيره وفيها خيره وودانك طلعت كبيره الاهلي عاملك حرقان انصحك بالبوس وانت ياما اخدته,1
فاشل وانت لاعب,1
وبارد طليت علينا قولنا خلصنا بطلت رجعت تلاجه مبتفصلش,1
مين الراجل دا حكاك عاوز يشهر نفسه,1
وكل ودن كبيره قنوات دش كتيره,1
دنتا بارد,1
شغال تلقيح زي النسوان بلظبط,1
اللي يعرف حاجه بودان القفه,1
القفه ام ودنيين يشيلوها اتنين,1
ايه تاني بودان القفه والمقطف,1
حلوه تصدق ياودنو,1
كينج,0
ايام كانو بيربطوها علشان التسلل,0
للتنمر علشان ابو ودان بيتقمص,1
ولكل ودان مقام,1
حد قالو يظبط الاريل وال نسي يظبط,1
ياخي يستغرب اي اللي بينك وبين ربنا علشان الناس تكرهك كده يوم موتك هيبقي يوم عيد اقسم بالله ياعيد,1
لكل اهلاوي محروق تاشيره وفيها خيره,0
امك اسمها سميره وكانت بتتوحم علي ارنب,1
ودن وفيها ودنايه اخيه علي تقل دمك يااخي,1
مين اللي اقنع احمد عيد عبد الملك ان دمه خفيف,1
جاتك وكسه ياابو ودان,1
بد محاسبه هءلاء يثيرو الفتنه والتعصب الاعمي,1
ماتخليك كوزك نعوزك,1
حط حطلك ودانك بيضتين,1
والمصحف انت بقيت رخم اوي ياعهه علي تفاهتك,1
ابوتقل دم امك جدع وانتوا بصراحه بيدج غريبه انكوا تجيبوا معتوه زي ده,1
بني ادم خلي عندك دم انت غاوي تتهزا شويه وتتشتم خلي عندك كرامه,1
تاشيره وفيها ودان حاجات كتيره,1
الجمعه قطر عاملين احتفاليه ستاد لوسيل جايبين ابو خمسه يلاعب ابو اربعه يوم تسعه شهر تسعه الساعه تسعه,0
المءتمر الصحفي للمباراه العالميه التاريخيه اللي بيتابعها السبع قارات الكواكب المجاوره,0
ده اللي بيحصل معاك علي تويتر اللي جايب التاشيره,0
ودانك دي طبق دش ننههعع,1
بضان وليها ودان,1
انا ملاحظ شويه بتعمل منشور للكاءن ده اني معرفش مين ده بكده انته بتعمله قيمه خد بالك,1
زرعت زرعه حلا وكان شريكي خلاوي حصدتها جابت حلا حسرتي التقاوي,0
ﻣﺴﺘﺮ ﺃﻭﺑﺎﻣﺎ,0
ﻃﻆ ﻓﻰ ﺳﻌﺎﺩﺗﻚ ﻭﻃﻆ ﻓﻰ ﺍﻟﻤﻌﻮﻧﺔ,1
ﻃﻆ ﻓﻰ ﻛﻞ ﺍﻟﻠﻰ ﻳﺤﺒﻮﺍ ﻳﺬﻟﻮﻧﺎ,1
ﻃﻆ ﻓﻴﻚ ﻭﻓﻰ ﺍﻹﺧﻮﺍﻥ,1
طظ,1
احب اقول لكل شايف ان حريه بجد طظ فيك,1
امن الدوله ترجع تمارس نشاطها تاني بكل حريه يبقي طظ فيك,1
ده مش مءتمر اعلان ترشح للرءاسه ده بيتكلم علي اساس انه رءيس جمهوريه فعلي وكلامه كله محن,1
طظ فيك ياسيسي انت وكل,1
طظ اﻻ مفكر نفسه حاجه وعايش الدور طظ اﻻ اتخيل ان مكانه مينفعش غيره يكون طظ فيك ياﻻ بالي ان كنت,1
ابو تريكه طظ فيك,1
ايوه طظ فيك ابو تريكه وفي بيدعم الارهابيين طظ فيك وفي بيتضامن,1
طير عالي السما طظ فيك,1
تفتكرشي ربنا مصطفيك,1
برضك بتاكل دود للطين,1
طظ فيك نادي ازاي انت عايزنا نشجعك وانت مش عارف تفرحنا,1
شوف الارقام نادي عره خدت كام مره دوري والاهلي خدو,1
اذا تكن الزمان شرم برم خير فيك الزمان ترللي,0
الكواري شاري واليونسكو بايع,0
ﻃﻆ ﻓيكواوفي ﻛﻼﻣﻜﻮﺍ ﺍﻧﺎ ﺍﻟﻜﺒﻮﺱ ﺍللي ﻮﺳﻂ ﺍﺣﻼﻣﻜﻮﺍ ﺍﻧﺎ ﺍﻟﺤﻠﻢ ﺍﻝ ﻣﻴﻌﺮﻓﻬﻮﺵ ﺍﻣﺜﺎﻟﻜﻢ,1
يعني ايه وطن وانت نفسك تشوف عيالك يعني ايه وطن وانت بتسمع بكاء امك شوق ولهفه يوم,0
يعني ايه وطن وانت خايف تزوره,0
طظ فيك وطن,1
طظ الناس اللي لابسه لينا توب الاخوه وتوب الصحاب وتوب المحبه وتوب الرجوله وهما اول ناس بيتكلمو ضهرنا,1
طظ فيك,1
طظ فيك يامرسي انت وخرفانك,1
حبيبي الي مش عاجبك الزيطه الي احنا عاملينها حريه التعبير ياضنايه طظ فيك,1
طظ فيك وفيها طظ ليك وليها طظ,1
الي انسان فشيخ يظن نفسه اكبر الدنيا ويستمد ثقته بنفسه السخريه افعال الاخرين البسيطه او التلقاءيه,1
طظ فيك شايف ان المتحرش او المغتصب او العنصري معذورين,1
متوصلنيش لحاله اني ابعد واسيبك وبعدين تروح تقول للناس اللي بعتني طظ فيك انت والناس,1
اكتوبر مش عاجباك عبد الناصر مش عاجبك السادات خايب وبتقولي طظ فيك انت ويناير بتاعتك يااهبل,1
مرسي احب اقولك طظ فيك,1
خلصت الثوره المصريه زال الشعب المصري يكتبون لحسني مبارك طظ فيك,1
سيقال عنك فيك وسيقال انك فعلت تفعله,1
ببقي نفسي اقول لحد ونبي اوعي تسبني وتمشي برجع اقول طظ فيك تناكه,1
تدريجيا ومع الوقت هتبطل تهتم براي الناس فيك طظ,0
لكل مفكر اني مش هقدر اعيش غيره احب اقولك طظ فيك 󾍇,1
ياللي مبتسالش عادي بكره مش هسال,1
تتالم قصادي هوصي قلبي يكون ناسيك,1
بحب الحركه دي جداا,0
فليسقط الرءيس وليسقط النظام فليسقط الجبان وليسقط اللي خان طظ فيك يامرسي,1
تلات مواصلات رايح تلات مواصلات جي بجد طظ فيك ياللي بالي طظ,1
هاشتاق طظ احب اهدي اغنيه طظ فيك,1
اللي حصل يومين دبح المصور الياباني باين,0
وحرق الطيار اليوم,0
احب اقول ابو بكر البغدادي طظ فيك وفي امك وفي الدوله الاسلاميه بتاعتك,1
اللي عمل زي يجيي يوريني نفسه ماحدش احسن مني اللي علي بعمله ظروفي مكتفاني اعمل اكتر طظ فيك,1
بالنسبه لل بيعمل ان فولو طظ فيك هعملك ان فولو كمان,1
انت ايوه انت طظ فيك ومليوون طظ اللي ميقولش طظ فيك,1
يعني انا قولت الحق اكون وحشه حقيره كذبت اكون حلوه طظ فيك اصلا,1
يلي زعلان مني ومخاصمني ومش عايز تاني تكلمني,0
مبحبش معظم اللي بيبينلي اني مهم بالنسباله,0
برضه مصمم علي قنديل مقندل,1
بعت قناه السويس مسوس,1
هاتضيع ميه النيل منيل,1
ان تكن الزمان شر مبرم خير فيك والزمان تراءي,0
ﻛﺮﺍﻣﺘﻲ ﺍﻛﺒﺮ ﺑﻜﺘﻴﺮ ﻣﻦ ﺍﻧﻲ ﺍﺳﺘﻤﺮ ﻣﻊ ﺣﺪ,0
تاني هيقولي هيبه الدوله طظ هيبه الدوله وطظ فيك انت شخصيا وطظ فيكوا كلكوا ياعالم وسخه طظ,1
للي بيحبو شفيق يعملو فلو لبعض طظ فيك اخواني مليون طظ فيك ثورجي,1
انا بحب الشااطر طظ فيك اعلام فاسد,1
انتا ءصذ ايه طظ فيك انتا واللي بت ءصذ,1
عايز اقول لكل مبيعرفكش الا المصالح والهيافه ووقت الزنقه يتخلي عنك او بمعني اصح مبتلقيهوش,1
عندنا البيت عاملبن اولتراس انا اهتف,0
والعيال اللي بيتنا يردو,0
انا اقول طظ فيك با سيسي وهما يقولو مرسي رءيسي,1
صدقني صحبي طول انا مش مقتنع اني غلطان يبقي طظ فيك وفي اي حاجه,1
الواد ابن مرسي بيقول العاهرات فقط وازواجهم القوادين نرلوا الاستفتاء علي دستور الرقصات,1
وانا مكاني احب اقولك طظ فيك ابن مرسي,1
السيسي اليوم دار القضاء عشان يضع يد القضاء علي سكينه الخطف الاختفاء هتك القانون عموما طظ فيك وفي كلابك وفي قضاءك الشامخ,1
بيتهيالي اكتر كلمه قلتها السنه دي طظ فيكيو طظ,1
ابانا المخابرات امن الدوله المجلس العسكري مءخرا عقول الاسلاميين طظ فيك اللي جابوك طظ,1
برضك بتاكل دود للطين تعود,1
تمص حلو يمص فيك,1
عجبي,0
المهم ان مخبر ابن وسخه عارف رتبته ايه الراجل ده بيقولي هوريك وهعمل وهسوي طلع خرنج ملوش لازمه,1
احنا ادينا عمر سليمان عمر سليمان حجم اكبر حجمه قيمه نفع سيده طظ فيك وفي انصارك مصر,1
اصل انت مينفعش تيجي تستفزني تحرق دمي كده تعمل نفسك زعلان رد فعلي,1
طظ فيك علي فكره,1
الكاءن المستفز,1
بنوته نهضاويه,0
قل يصيبنا الا كتب الله مولانا ۚ وعلي الله فليتوكل المءمنون,0
طظ فيك ترامب,1
طظ فيك وفيها وفيكم وفي اي حد مش بيقدر التاني طظ احد باع اخوه ودمه طظ الي ساب اخوه وقت شدته وخلع برده طظ فيك طظ,1
عام واهلي واصحابي والمسلمين بخير,0
احب اقول لكل شخص زعلان مني بدون قصد حقك عليا ولكل شخص انا زعلته بقصد طظ فيك,1
اردت ان اعفو تذكرت كلامك عني وكيف تحول وتساقطت العيرات المسيءه خلفي اذن الناس وعلمت انك حاملها صفح تنتظره مني طظ فيك,1
محدش يقرالي تنبءاته باللي هيجرالي السنه الجايه عشان انجعص وارجع لورا وابصله بصه حسام البدري واقوله برضه طظ فيك,1
مهدي عاكف تسمحلي اقولك او تسمحليش مش طظ واحده طظين فيك انت واللي يتشددلك مصر,1
طظ فيك وفي اللي جابوك انا كرامتي شء انت مش حتيجي اعز اللي راحوا وروحنا كانت فيهم ودلوقتي بلجزمه,1
اكره الرجال الي حكيه حكي نسوان مره يطيح عينيءسوت وقالت وفعلت ياحيف علي هيك رجاال كش طظ فيك,1
ياريت يااحمد منصور تبحث صندوق ابن موزه اللي انت نايم جزمته وابعد مصر وعن الزعيم التاريخي الفيلدمارشال عبد الفتاح السيسي وخلي بالك ياصعلوك طظ فيك,1
مصر عظيمه,0
السيسي قاءد تشهده مصر,1
الاف السنين,0
عني ايه مرتضي يقفل قناه بتهجموا بيطلع التلفزيون يشتم ومحدش بيوقفوا حدو ولي عشان عضو مجلس النواب طظ فيك يامرتضي,1
افتكر ايه انا كنت حنين وبعمل اي حاجه علشان ارضيك افتكر انك مصنتش حبي ليك وقلبي هان اقولك حاجه طظ فيك,1
عزيزي التويتري الاهبل علي فكره مرتضي منصور شتم فيك اهلك وانت عمال تشتم وتتريقك عشان نشطاء السبوبه بيشتموه وانت بتجاملهم طظ,1
الملايين قالوا كلمتهم الجيش انحاز لاراده شعب مصر ولن يركع لارهاب جماعتك الشعب ينتصر طظ فيك وعصابتك مصر تمرد حقيقه,1
بالنسبه للناس اللي بتقول طظ فيك ايه الطظ ده وازاي ييجي فيا اصلا ليه اصلا ييجي فيا هبقي عامله ازاي الطظ,1
مسءوله بالبنك الدولي المستثمرون يءمنون بقوه وصلابه الاقتصاد المصري,0
انت فين حرامي فلوس البنوك فين الجزم اللي خلفك يقفون متربصين بهيك الشعب سقوط الجيش,1
طظ فيك محمد علي انت الاخوان يقف خلفك,1
احنا مش ننزل وخليها تنش كالعاده تفجيرات خرابات اسلام ارهابي طظ فيك وفي دستورك المحرف احنا مش فاضيين لدساتيركم ال انتوا بتحترموهاشحننزل ونعطل حالي ليهاصواتنا تحترم,1
ده انا مرايات بيتنا كلها بتلمع وزي القمرر انت اللي سمااوي واصفرر,0
عيل ليك لازمه وخرا وعلي الاشكال اللي زيك كلهمم,1
اها ونسيت اقول حااجه طظ فيك وفي اللي يتشددلك,1
حمله ممنهجه لنسف اكبرمءسستين بمصرالجيش والازهروقدبات واضحاان هذاتمهيدلقدوم مرشح بعينه وبفكرالاخوان يبداون بهدم مصراولا طظ فيك ياعصفور,1
وزير الصحه مطمءن داعي للهلع المهم انو تبيضو وجه بالمطار انو عمل انجاز طظ فيك,1
دي جميله مش شخصيه دي شخصيه مش جميله وانت عايزها جميله وشخصيه وانت شخصيه جميل وعندك كرش ويلعن ابو اللي جابك,1
دول تويتات شتايم علي الجبهه الاخري انتوا معندكوش الجراه نشرها,0
اه انت بتحاول تاخد حقكوا وانا الي فكره انك صفنا مش جراه مش حقيقه اصلا عشان يتم نشرها,0
اقنعتوني هشتمنا,1
مفيش فرق بنت او ولد الشتيمه اللي يفرق مين اللي هيتشتم يستاهل,1
المنافسات مصر,0
حاجه بقي,0
لساني طويل ووسخ وبعشق الشتيمه عشان عايشه منطقه شعبيه الشتيمه والسفاله عادي زي المايه اللي بتنزل بطننا ده شتايم الستات لبعضها انا متربيه الشتيمه وامي وخالاتي كده واحده بتشتم التانيه وتقولها ياللي مش عارفه مين ركبك وجابهم قعرك تجوزي انا طالعه قارحه زيهم,1
سنه والستات الشراميط المسحيين بخير,1
قصدها مين الشررموطه دي وكمان مين اللي عنده كسس زيي وخرم طيز متنااك زي خرمي المركوب الواسع,1
انا اتجوز وصحابي اللي بيركبوني يجو الفرح ويحبوا يجاملوني زي صحاب العريس بيعملوا,0
المواقف اللي ضحكتني الشغل امبارح وواحد بيتفرجوا الهدوم وف وسط واقفين وانا طبعا واقفه احتاجوا اجبلهم حاجه وكان شخص جاي الناحيه التانيه وبدل يمسكها ضهرها او يشدها مديها بعبوص غفله والبت بصتله كده كانها بتقوله مش الكلام ده استني نخرج,0
ده مش مصيف,0
