body,label
يعني صناع المحتوى يؤذوني لما يطلعوا في كل حته و يبقوا زي الوباء ينتشر وسط الجهله و الاطفال بمحتوى تافه و يجيب تبلد و عاوزنا نمسك نفسنا قصادهم !! التنمر حاجه علاجها عند اللي بيتنمروا عليه مش عند المتنمر !! و كمان هم يموتوا فالكلام ده لانه بيترجم شهره و فلوس و فالاخر انت و اطفالك اللي بيتظلموا بشيه ناس متسواش بصله تطلع علي التليفزيون و تقدملك برامج .. و يتبدل المحتوى المفيد الجيد بمحتوى يجيب الفقر و البلاده,bullying
دول بيجيلهم اكتئاب عشان الناس الفاضيه اللي زيك تقعد تنشر مواضيع ملهاش لازم زيهم فيستاهلوا اللي بيحصلهم,bullying
يعني قصه بطوط وصابعها هي دي اللي هتعلمنا عدم التنمر ياخي في ستين داهيه هي وصوابعها كلها,bullying
يعني ايه بلوجر ؟,not bullying
"هي حتتجوز والا عندها متش، والا الاثنين معا",bullying
طيب مايئذوناش هما كمان بأخبارهم المقرفة,bullying
"على رأى المثل "" البطة كاك """,bullying
هم نفسهم البلوجرز دول جابو لعموم الناس اكتئاب بسبب تعميمهم لحياتهم المرفهه بزيادة والكماليات الي ملهاش لازمه .. لا وخلوها هي الاساسية .. لو واحد معندوش قناعة ورضا كافي فعلا يكرة عيشته وينقم عليها فضلا عن انه يكتئب باه ... ثم ان دول هم الي حطو نفسهم في موضع تأثير وظهور وموضع ان بعض النفوس المريضة تحقد عليهم ... هم بيحملو اوزارهم واوزار من يضلونهم زي ما ربنا سبحانه قال. ربنا يهدينا ويهديهم ويحمي البشر من شر الميديا ويردنا اليه. فعلا السوشال ميديا سبب انتحار الشباب. ونقطة هنا.,not bullying
والله ممكن البنت نفسها تكون دافعه للجريده الزباله دى علشان تنزل خبر زى ده فالناس تخش تتريق على الجابوها فتتشهر و تبقى ترند و تطلع مجبسه صوابعها الصغنن يا كبد امه فى كل برامج التوك شو,bullying
يا عم اتنيل على عينك انت كمان,bullying
وادى انفولو لصفحه الكيوت ال خايفه على الصباع الصغنن يا كبد امه,bullying
العنوان اصلا بيتكتب بطريقه تجبرك انك تخش تشوف وتشتم وتتنمر وتسب علي اليوم الي الموبايل فون وصل فيه البهائم دول,bullying
يعني أنت عاوز تفهمني أن الناس الحلوه دي اللي بتكسب من الهواء ولا بينتجو اي شي بيزعلو زينا ودمهم يتحرق وكمان ينتحرو طب في ستين داهيه الي جهنم وبئس المصير,bullying
ضريبة الشهرة حضرتك وهما يستاهلوا كمان كل اللي بيشوفوه عشان بيدمروا ناس كتير نفسياً بسبب البذخ اللي بيصدروه للناس,bullying
مهى تستاهل بصراحة,bullying
ياريت القانون ده يتطبق عندنا والله لاروح ابات في الصفحات دي اتنمر علي كل من هب ودب علشان يقفلوها,bullying
انا الي شاغلني هل ممكن فعلا اعمل تاجيل لحدث مهم عشان اصابة في اصبع قدمي,not bullying
بفض النظر عن اني اول مرة اسمع عنها بس الجريدة دي وغيرها بيتعمدوا ينزلو البوست بطريقة تستفز الناس بالقصد عشان التفاعل,bullying
تنمر من كتر التفاهة بلا بطة بلا وزة يا عم اياكش .... بلونا بمحتوى منيل و تافه و انت جاى تقولى تنمر طب ماهما بيعملوا فيديوهات تريقة على خلق الله و مقالب و محتوى منيل ميتقالش عليه تنمر يتقاله يا بلوجر .... كان يوم اسود يوم ما اتعمل لشوية العوطلية دول سعر,bullying
ايوه يعني احنا استفدنا ايه,not bullying
طب ما ذنب المؤسسه معلش هي هتمسك الصفحه عشان تمسح الكومنتات ؟,not bullying
ده علي أساس ان ده خبر ولا رخص و لم لايكات,bullying
الناس بتتريق على تفاهة البوست,bullying
لو سمحت يا هندسه رابط القانون الاسترالي,not bullying
يعم الحكايه مش ناقصه بضاn اصلا صيغه الخبر اصلا فيه تنمر عليها لما بيدج رسمي زي جريده الوطن ينزل الخبر بصيغه عايز الناس تكتب كومنتات اذاي يعني,bullying
حتى الكومنتات هنا متنمرين,bullying
دا اسمه تفاهة مش تنمر ودا رد فعل طبيعي من الناس لما يكون حاجه بالتفاهة دي بقت موضوع مستاهل يبقي تريند,bullying
إنت زعلان ولا كأنها جيك من الجيكرز,bullying
مبدئيا التنمر فعلا ممكن يدمر حياة انسان نفسيا و اجتماعيا بس لازم نشوف كل الزوايا يعني مبقاش عامل بوست مستفز لكل البشر و الحيوانات و النباتات و مش عايز حد يتنمر عليا مع احترامي للكل في ناس تنمو و تترعرع على التنمر,not bullying
مانتو متجبلوناش اخبار ملهاش اي لازمة و تتوقع ردود عادية و بعدين اي مين دي اصلا و طالما هي معرضة حياتها للسوشيال و المتابعين ما طبيعي هيكون في انتقادات عالسخافات و خصوصا اكتر لما جرايد كبيرة تنشرها,bullying
"ما يجيلها اكتئاب، ما هي اللي عايشة عالنت!",bullying
ده تصرف المدرسة والراهبات بالشكل اللي اتربينا وعشنا عليه وماعندناش ابدا اي شك في ادارة مدارسنا,not bullying
زى ما بيعملوا للطلبة تقييم معظم دكاترة الجامعة والمدرسين فى المدارس عاوزين تأهيل نفسى,bullying
من صغري و ده مبادئها دايماً ان الشعر ملموم ثم إن بعد كل ده البنت اتقبلت مترفضتش و مكتوب ملحوظة الشعر غير لائق بس و المدرسة نزلت توضيح ياريت الصفحة تنزل اعتذار,not bullying
انا خريجه من المدرسه و بجد الخبر دا ضايقنى جدا لان مش دا اللي احنا كنا بنتعلمه و اتربينا عليه و الشخص دا كلامه مش صح ... المدارس الراهبات ليها قوانينها اللي بابا و ماما التزموا بيها و هما بيقدمولي انما الاستاذ مش عاجباه. و مش عايز يلتزم. ف كان ف ايديه انه. ميكملش الاجراءات و يقدم لبنته ف مكان تانى. بس ليه يشوه سمعه مدرسه محترمه مخرجه اجيال و بتحتفل بيهم كل سنه و بيشرفوها ف اى مكان يروحوه. بجد حسبى الله ونعم الوكيل فيه و بنته اتقبلت اصلا. بس واضح ان الانا عنده عاليه اوى و متأزم اوى ان لازم يلتزم. زى باقي اولياء الامور ما طول عمر المدرسه بيتقدملها بنات بالالاف و مش كلهم شعرهم ليس اشمعنا دلوقتى بقى فيه تنمر يعنى... بجد انت خسرت بنتك حاجات كتير بالشوشره بتاعتك دى,not bullying
مع كامل احترامي بس مفيش الكلام ده لاني خريجه المدرسة دي فرع اسكندريه و مستحيل المكان الي يربي علي الاحترام و تقبل الغير مستحيل ادارتها او راهبتها يتنمروا علي اي حد او يرفضوا حد و خصوصاً طفلة صغيرة و ملحوظة انا شعري كيرلي,not bullying
"على فكرة ده مش صحيح وربنا يسامحك علشان انا بنتى فى المدرسة دى من 11سنه كل الإحترام والذوق موجود فى هذا المكان العظيم اكيد فى سر فى الحملة دى بس ربنا موجود ده قرار المدرسة باللي حصل. انا خريجة المدرسة من سنين وتاريخ المرسة بكل فروعها وراهباتها اللي كلنا نعرفهم واتربينا علي ايدهم مافهوش ابدا تنمر او اي حاجة من ده، احنا اتربينا تربية مميزة حقيقي من الكل من حب وتقدير وعدم التمييز ابدا، ده حتي ماكنش عندنا كانتين في المدرسة عشان الطلبة ماتحسش بفرق في المستوى ولو واحدة مش جايبة اكل كانو يجيبولها ساندوتشات، كانو بيراعو نفسيتنا ويتكلموا معانا ومع الاهل ولو حد عنده مشكلة علمونا ازاي كلنا نقف مع الشخص ده بكل حب، عمر ماكان في فرق في دين او مستوي او شكل. حملة سخيفة جدا علي كيان تربوي هو حقيقي الاعظم وده بشهادة اي خريج في اي فرع للمدارس علي مستوي عشرات السنين ودايما هيكون ولائنا لبيتنا الاول ماريا اوزيليا",not bullying
ايا كان الغلط عند مين ولو انى معتقدش انه من مدرستى اللى انا من خریجاتها وفخورة بده جدا لازم نسمع من الطرفين الثاني لان حق الرد مكفول عشان يبقى اسلوب رقي للمناقشة والحوار ده كيان عريق بنتكلم عنه مش اى مدرسة وخلاص البنت المنضبطة المهندمة المنمقة ده شعارنا والناس تشهد للمدرسة وبناتها بكده وسواء الشعر ستريت او کیرلی طويل او قصير لازم يتلم ويتظبط,not bullying
بعد كدا لما تروح interview شغل البس لبس غير مناسب ولما يعلقو قولهم اصل ده interview يوم الشغل هبقي اجي بلبس مناسب,bullying
انا في مدرسة ماريا اوزليا فرع مصر الجديدة و تربية راهبات و شعري curly (مجعد) و محدش عمره اتريق عليا في المدرسة ولا اتنمر عليا بس لازم الم شعري عشان انا في مدرسة بتعلم الالتزام,not bullying
انا مسلمة و كنت في مدرسة العهد الجديد للغات و كانت مدرسة مشتركة ادارة مسيحية و اغلب اصدقائي و احبائي منها من المسيحيين الي الآن هم اعز الاصدقاء الي قلبي و احلي ايام في مدرستي و كانت بجوار مدرسة ماريا اوزيليا و كانت مدرسة للبنات بس و ماظنش ان مدرسة بتاريخ مدرسة ماريا اوزيليا و سمعتها ممكن يصدر منها كده ابدا ... من احسن المدارس و افضلها سمعة في شبرا ماريا اوزيليا و الراعي الصالح و العهد الجديد و رمسيس .. اكيد التعليق كان علي اهتمام الاهل بمظهر البنت انه يكون مهندم بمعني الشعر ملموم و الاظافر مقصوصة و كانوا بيهتموا حتي بلون توك الشعر و الشراب يكون ابيض و الاحذية تكون كلها سوداء و متلمعة و نضيفة و اليونيفورم نضيف و مكوي و كنا كلنا بنلتزم بيه و كما هو معروف عن مدارس الراهبات الالتزام بالتعليمات دي مهم جدا ... و اللي مش حابب النظام دا و شايفه صارم من البداية يقدر يروح مدرسة تانية بدل ما يبوظ سمعة المكان عالفاضي و يقول انهم متنمرين,not bullying
ياريت بعد كدا لما تنزلو خبر تتأكدو منه وكلنا عارفين ان نظام مدارس الراهبات زي الجيش مفيش منافشه فيه وهو دخل بنته المدرسه وعارف كدا,not bullying
انا خريجه المدرسه واحب اقولك انت خسرت بنتك اكتر مكان كان ممكن تطلع منه مميزه وشخص مسؤول متعلمه الاتيكيت واحترام المكان وقواعده و اهتمامها بتفاصيل ممكن حد تاني ميخدش باله منها.. واهم من ده سويه نفسياً,not bullying
الناس اللي مصدقة الكلام ده فين المنطق بجد! بيفكروا ازاي ان فيه مدرسة ديه ممكن تكون قوانينها! احنا في المدرسة و شعرنا كيرلي و عمر ما حد كلمنا او اتنمر علينا! متقبلوش بحقايق ناقصه و تسمعوا طرف واحد بس !!,not bullying
اصلا فكرة انك تعمل انترفيو لطفل معندوش اي معلومات عن اي شئ غير انه بيلعب ويادوب بيتعلم الكلام ويتم تقييمه على اساس بيعرف انجليزي ولا لا و سلوكه عامل ازاي اومال اهله جايبينه ليه والمدارس بتستهبل وكمان الأخت بتتنمر على شكل البنت دي حاجة تقرف,bullying
الرواية من طرف واحد والتعليقات واضح فيها رد ناس من داخل المدرسة ممكن نقول شهادتهم مجروحة لكن ف طلبة درسوا واتخرجوا منها وبيشهدوا برضو ف صف المدرسة.. زمان كانت المديرة تمنع البنات تعمل غرة(أوصة) ف شعرها أو تلبس لبس مخالف أو ضيق أو تطول ضوافرها ودي حاجة مع الزمن انقرضت وواضح إن المدرسة دى مازالت محتفظة بيها ف ده شئ كويس لازم الطالب يتعلم إن المدرسة لها نظام وقواعد ويحترمها مش عيب أبدا,not bullying
انا خريجه المدرسه دي بس فرع تاني و حقيقي كل الكلام اللي بيتقال دا اتنقل بطريقه غلط تمامااا المدرسه ليها قواعد بنمشي عليها مينفعش ابدااا حد يروح مسيب شعره (سواء كيرلي او ناعم) لازم يبقي ملموم كله و مفيش حتي خصله نازله و التوكه لو ملونه بناخد انذار عليها كل اللي دخل مدارس راهبات عارف الكلام دا كويس و اكييد مش كل اللي في المدرسه شعرهم ناعم عشان يتنمرو علي البنت دي بالتحديد الموضوع خارج تماما عن التنمر و اتنقل غلط,not bullying
معروفه مدارس ماريا اوزيليا غنيه عن التعريف انا من اسكندريه وعندما ماريا برضه مفيش اماكن وأولياء الأمور تتهافت عليها افخر أن فيه مدارس مازالت عظيمه كده,not bullying
يا استاذي انا بنتي في المدرسة دي من ١٦ سنة تقريباً لحد ما وصلنا لثانوية عامة طول الفترة دي عمر ما حصل حاجه من اللي حضرتك بتقولها دي المدرسة دي لها قواعد وأسس احنا كنا بنخاف نلبس شراب لونة مختلف ودة قبل مايكون نظام المدرسة كان احترام مننا الرهبات المحترمات اللي في المدرسة كل مكان ولية نظامة الشعر كان لازم مربوط والتوكة بيضاء اللون اللبس نظيف البنات وطريقتهم اللي اتربوا في المدرسة اكتر من البيت انما الهجوم بتاعك دة لا يصح أبدا لما تجيب سيرة مدرسة ماريا اوزاليا لازم يكون في تقدير واحترام,not bullying
وياترى المدرسة وهي صغيرة كان شعرها ايه,bullying
ابنى لسه سنه ونص والله بقيت مرعوبه من فتره الدراسه والمدرسة وكل المشاكل والعقد دى الطفل يبقي أهله بيربوه ويعلموه ويهتموا بيه وييجي حد ملهوش لازمه من بره يبدى رأيه بكل الجليطه وقله االادب والذوق من وجهه نظره الشخصيه حسبي الله في اى حد يتسبب في اذي نفسي لأى طفل,bullying
اه فنان كويس جدا,not bullying
انامن وجه نظري فنان محترم جدااا وبااارع فعلا بيقدر يمثل بكل حاجه فيه شكله مشيته هيئته ملامحه نفسه طريقته بيتشكل فعلا وبطمثل ومقنع جدااا بشكل غير طبيعي انا لو فيه جايزه افضل ممثل فيبقا محمد ممدوح بيقدم فن محترم وبارع جدا فيه,not bullying
والله ده فنان رائع جدا,not bullying
انا مش شايفه اي شتيمه ولا تنمر انا شايفه الناس بتحبه ايه لزمه البوست دا كل شويه,not bullying
ملاقوش ف. الورد عيب,not bullying
محترم جدااا وبحب تمثيله,not bullying
فنان ممتاز جدا,not bullying
فنان فوق الرائع ومحترم,not bullying
عايز تعرف مين بيدخل علي صفحتك وبيراقبك ! اكتب في جوجل vod5as واختار اول موقع انا دخلت علي الموقع انا عرفت مين بيدخل صفحتي بالوقت والتاريخ من موقع vod5as ابحث عنه في جوجل موقع موثوق من جوجل,not bullying
ضاحي ده عسل,not bullying
فين التمنر وفين الكميه الناس انتقدت شي حقيقي وان الصوت مكنش واضح مش اكتر محدش قال علي شئ مش موجود الراجل اعتذر علشان دي حقيقه ان ممكن يكون عندو مشكله ف النفس ف الصوت مش طالع ب وضوح بسبب كده مش فهمه القلبان اللي موجود ليه,not bullying
كل الحكاية محدش فاهم هو بيقول ايه بس كده,not bullying
والله العظيم ده عالمي وخساره اصلا الأشكال الي بتتريق عليه دي انها تشوفو حتي,not bullying
طيب والله زعلت انو مات ومش هشوفو تاني في المسلسل,not bullying
آسفين لحضرتك ما تزعلش,not bullying
اختلاف الرءي ادى الى وضعك فى القمة انت ظاهرة قوية وضعت قدمك فى بداية الطريق الصحيح فالى الامام يامحمد ياممدوح مبروك انت نجحت وبقوة,not bullying
تمثيله تحفه,not bullying
اه والله ناس معندهاش دم ما كل واحد يخليه في حاله وعيوبه والي مش عاجبه ومش فاهمه ميتفرجش عليه,not bullying
هيا ناس وراها ايه غير الكلام والتريقه,not bullying
والله ده سكر ورغم ملامحه القويه بس واضح اوى أن قلبه طيب الناس بقت غريبه,not bullying
انا بحبه جدددااا اقسم بالله,not bullying
"كل واحد منهم فاكر نفسه""كامل الأوصاف""",bullying
هيا فى ناس ربنا خالقهم عشان كل متشوفهم تستغفر انت ممثل مستقبلك رائع استمر متشمعش لحد,not bullying
اي حد لازم ينتقد النااس وحشه مفيش حد بيحب حد احسن منو حتي فالتمثيل في ع فكره بحترموو جدا وتمثيلو تحفه ياريت في احسن منو اصلا,not bullying
صوته لايق عليه جدا وتمثيله رائع بس الناس فيها عيوب الدنيا وبسبب النقص بيتكلمو على أي حاجة,not bullying
دا كفايه جراند اوتيل انتو بتقولو اية يا جماعة,not bullying
احسن ممثل في مصر,not bullying
ده أستاذ تمثيل,not bullying
هو في ايه ماله واحدمحترم وتمثيله حلو وأدواره كويسه جدا,not bullying
اصلا ده خساره ف مصر وف الشعب الوسخ ده,bullying
الناس ما بتصدق تلاقي حد ناجح وموهوب وتطلع فيه القطط الفاطسة وفاكرين نفسهم كاملين الكمال لله وحده شعب غريب اقسم باالله بجد فنان اكثر من رائع,bullying
ناس مريضه أصحابك في الفرح بس عرفيهم ان اللي هلمحه همرجحه,bullying
وانتي متكاده لي والغيره هتاكل وشك ال شبه الطاجن ديتي وكنتي هتموتي ع الواد ولما معبركيش انتي امك بتعيبو عليه جاكي قبر يلمك انتي وال خلفوكي,bullying
يآسمين ةة اسمك مشرف فووق انتي العروسة ولا اي,not bullying
هههههه لاحول ولاقوة الا بالله ربنا يهديكم يابومه منك ليها,bullying
واللي بيكلمو دول تلاقيهم شبه ديل العنزه,bullying
وتلاقيهم اللي اتنين وشهم شبه المقرصه,bullying
هي أصلا الإفراح أي غير حبة ستات بيتنمرو ع بعض يقولك مثلا وآلله العروسه معضمه وناشفه ولا تتاكل ولا تتشرب معرفش عجبو فيهاا أي الملكوم ده ترد التانيه عليها تقولها يعني هو اللي جميل قوي ده وشو يجيب الفقر قبر يلم العفش وف الحقيقه بيكونو الاتنين اللي بيتنمرو دول ماشاء الله أوحش من بعض,bullying
ي راجل ده كلها حريم مرولة رايحة علشان الطفاح,bullying
ياربي ايدا,bullying
حرماااان بنته عايزه حش رقبتها بمنجل تالمه شغالين بيتكلموا ع العريس والعروسة وتلاقيهم مسحوا صحون الرز والطبيخ مسح من البطانه بتاعتهم,bullying
التنمر دا موجود في كل مكان وبالاخص الصعيد والستات عندهم ماتبطلش تنمر ولارغي في الافراح والاحزان وحتي في المصالح الحكوميه والمواصلات اي مكان تلاقي تريقه وتنمر علي خلق الله والشباب بقت من الخوف من التريقه عليها في الافراح عايزه تدخل بدون كوشه وزفه علشان الكلام الماصخ والتريقه علي العروسه والعريس وحتي نظام الفرح او البيت او المعازيم مفيش حد بيسلم من التريقه وايضا تلاقي الحسد والبغض والحقد منتشر,not bullying
ياخى وتيجي تشوف ال بتتكلم دى تلاقيها اعوذ بالله من الخبث والخبائث,bullying
والله الايام دي ما في حد لاقي الشباب والبنات كتر خيرهم عشان كدا بقول متعيبوش جايكم يوم,not bullying
من اكبر الذنوب الي بتتعمل ومن الغيبة والغيبة ذكرك اخاك بما يكره خصوصا ان العسلات الي بيتريقوا بيبقى فيهم العِبَر اصلا فربنا يهدينا جميعا,not bullying
طالما هى حله وهو غطاها مال طقم الزبادي الفخار بيهم بقا سيبوهم ف حالهم يشندل بالك منك ليها,bullying
لما سمعتها مرة خدت سنه افتكرها واضحك واصلا فهموهالي بعد فييييين,not bullying
والله يستاهلوا يتنمروا عليهم مش هما عاملين فرح وعارضين نفسهم لليسوي واللي ما يسواش من اغمالكم سلط عليكم,bullying
فعلا والله مع ان البوست المقصود من التريقة وهو كدة ف الحقيقة دة حال الصعيد نميمة وسحر وتنمر وفشخرة كدابه ع الفاضي,bullying
اعتقد ان دي وساخه وقله أدب من الناس دي... ونفاق صريح وبين.. مش عاجبك شكلهم متحضرش فرحهم ولا تأكل من أكلهم اللي هو كرم منهم.. بس انت خسيس بقا وميفرقش معاك الكلام دا,bullying
يعني احنا بنبيع سبح مااحنا بردو بنتريق ع كل ناس,bullying
والفرح خلص بدري اصلهم من الشرق والتران عليهم كترانه,bullying
دول البيرين اللي محدش بصصلهم,bullying
التنمر ده شوفته في قنا بس بيقعدوا يتنمروا على العروسه من رجلها لراسها,bullying
احنا مش متنمرين خالص,bullying
أقسم بالله اعرف واحده كانت بتتريق علي واحد لحد موقعت ف رجليه واتجوزتو,bullying
ربنا يخدهم العقربتين دوول,bullying
هما دايما البنتة ميبقو منفسنين عالعروسة اكتير. مثلا. قوبر ياخدك بشلاقيمك دي زي شلاقيم حمارتنا اما تجلح قال وتترقص المبومة النب خسارة فيها الجزمة اللي لابساها برجليها اللي زي عود القصب المسوس,bullying
كلمي Sfa Asranلم تروحي فرح مش بتسيبي حد فحاله انتي,bullying
عاوزة اقول شويه حاجات كدا نبطل ننورماليز ان دا هزار عشان دا مش شيء مضحك دا تصرفات ناس مقرفة وناقصة عشان يبقوا رايحين يباركوا ويدخلوا بيوت الناس ويطفحوا من اكلهم ويضربوهم بلسانهم الل زي السيف دا ف ضهرهم شيء مقرف ومحزن ومش لطيف ومستوي سخيف من الجهل والانحطاط,bullying
من غير حلفان يابن عمي في فرح واحد صاحبي كان رايح يخطب وعجبته وهو عجبها وروحنا بعدها علشان نحدد معاد الخطوبه ودخلنا عندهم البيت وقالولنا يامرحب اتفضلو وعينك ماتشوف الاالنور ياحبيبي ابوها يشتم من هنا وامها تتف من هنا وغير ضرب الكبابي بتاعت الميه تتحدف علينا واشتغلوو فينا ضرب كله دا من التنمر قال ايه احنا قولنا ع العروسه وحشه وناسها وحشين يعني الناس بنت الحرام راحت قالتلهم ان احنا قولنا وعدنا واحنا لا قولنا ولا عدنا احنا انضربنا بس طيب كانو استنو دلوقتي يعني حبكت لم رحت انا,bullying
وهل يكب الناس في النار الا حصائد السنتهم,not bullying
اعرف واحده صحبتي فضلت تتريق علي العروسه لحد ما واحده وراهم طلعت قريبه العروسه قالتلهم ما بكفياكم كج,bullying
هههههه سبحان الله و تلقيها أعفش واحدة في الكوكب اللي بتتكلم دي,bullying
حد يترجملي اجدعان **ملحوظة انا صعيدي,not bullying
Doaa M. Ahmed فاكرة لما اتكلمتي ع العريس و أمه كانت وراكي,bullying
انتى شيفاها كده علشان قاعده زى قرد قطع ولا حد معبرك بوشك اللى مانافع فيه سبوتلس ولا غيره ده,bullying
كل البنات بتحب تتنمر وهما وشهم عامل ذي رغفان العيش البارد قبر ياخدعم,bullying
كل البنات كده مش بيبطلو تنمر وتلاقي الواحده فيهم وشها مقشف زى الزبديه وبتتنمر الله جاها منجل,bullying
العريس والعروسة وشهم زي زعافة الفول,bullying
بتلاقيهم اصلا عوانس الفرح,bullying
الكلبتين دول موجودين في كل فرح وجنازه ربنا يقلب عليكم حلة سليقه فايره,bullying
وياسلام لو العروسه حلوه وقريبتهم يقولوا بطلوا دا واسمعوا دا الغراب يواقعه سوداء جوزوه احلي يمامه,not bullying
يعيبو الناس والعيب فيهم ربنا يهدي,bullying
وتلاقيها بنت المركوب عرجة وحولة وبتعيب على خلق الله,bullying
Amira Hamedكلمي بيندهوو عليكي,bullying
تنمر الميكروباصات دة,bullying
ختايه اتلمت على جلايه تنمر الافراح,bullying
لما تفضلي تتنمري علي عرسان صحابك ويتقدملك عريس وتلاقي عادل شكل,bullying
مش هي دى المصيبة المشكلة ان لى بيتكلمو دول شبه فلافيو وجبرتلو كده ف الاهلي,bullying
دا الميكاب مغطى على شكلها شوفى لون إيديها,bullying
دا عرقوبها يدبح الفروجه والشق في ايديها يعدي تعبان,bullying
وانتم جوز غربان تجيبو الفقر,bullying
عشان كده خايفه اجوز واعمل فرح,not bullying
Èlźahraa Møstâfaوبعدين فالفرحات اللى نازله ترف دى,not bullying
يعني انتا بتبقا مرتاح لما تسمع تريقت الناس ع اصعايده احب اقلك البت الي ف اصوره دي دلوكتي ارجل منك,bullying
انا فاهمه كل الكلام الا المندبه,not bullying
انا عرفت العريس انتو عرفتوه ولا لاء,not bullying
جلايه قابلت كرسايه قالتلها سيرى بينا سيرى,bullying
وهما الاتنين الكلاب متبصلهمش,bullying
هندخل جهنم قريب بسبب العاده الخرا دى,bullying
احنا دول ولا ايه مش احنا لاا,not bullying
ميبطلوش نقوره منهم لله,bullying
دلوقتي بقي في عقاب علي جريمة التنمر حبس من 6شهور لسنه وغرامه من10000الي 100000 جنيه,not bullying
من كتر م بتنمر ع الناس أنا ذات نفسي هتنمر ع نفسي,bullying
خلقه ربنا سبحانه وتعالى ايه الناس دي,not bullying
العروسه بوزها ناشف,bullying
جنة جنه الفردوس الناس تروح الفرح تقعد تنم يقطعهم,bullying
فعلا دة الا بيحصل فى كل الافراح,not bullying
طبعا لو عايز تعرفهم هتلاقيهم واقفين اخر الفرح,not bullying
فرده ولقيت خيتها,bullying
والله دمكم خفيف يامصريين انا بلشت اتابع هي الصحفة من قريب اخوكم من قوص,not bullying
خلاصة الكلام من عاب يعاب,bullying
دا العادي في اي فراح هاهاها,bullying
الاهى ينتقم منكم ياسوسه منك ليها لامنكم ولاكفايه شركم,bullying
ههههههههه ههههههههههه اية المندبة دي,bullying
ما الناشفة ليها الوحش اللي زيها,bullying
إيمان عبدالحكيم حلة ولقيت غطاها عقبال ما تلقى غطاكى انتى كمان,bullying
دي انا وعارفة ان كل دا هيخلص في فرحي,not bullying
"""مايخفيه قلبك ، يعلمه الله فلا تخفى امرك لله",not bullying
تابعونى كاتب قصص وروائى,not bullying
لا بارك الله في صاحب البوست الخبيث يلا عشان اتنمر عليك براحتي,bullying
خلصانة بكوشة مع العرسان,not bullying
كرسه اتلمت على جلايه,bullying
هموووت مش قادره,bullying
منا مش راضي اتجوز عشان كده,bullying
ويكونو الي بيتريقو شبه جوز الشباشب,bullying
هههههههههههههههههه الواحد عمل عمايل سوده ربنا يسامحنا بقا,bullying
هيقعدلكم في ولادكم,bullying
الفقر من عشية,bullying
الفاتحه يجيبو العار,bullying
عرفهم بالوحدة في عيلتنا اقسم بالله ومنهم مرت عمي اللي ما عجبهاش العجب ولا الصيام في رجب لحد ما في فرح أبنها اتنمرت علي مرات ابنها,bullying
عليتتا ف كل فرح,bullying
عوايدنا ولا هنشتريها,not bullying
ع نفس الحال من زمان مش من نهارده,not bullying
وانت عرفت تنمر الفلاح منين؟؟,bullying
هما دول العزال,not bullying
Gehad Ahmed Mo Ney اصدقائي المتنمرريننن,bullying
هههههههاااااي حله ولقيت غطاها صح,bullying
جاها خزنه والواحده تكون مناخيرها قد المنطال,bullying
الي كاتب الكلام ده مقلب قوي,not bullying
دول اكيد بايرين,bullying
يابت المركوب ياقارشهم انتي دم أما يصبغك صبغ بدل ما تدخلي علي الفرح بانتان اوتلاته كليو سكر تدخل بالسانك للي طوله 3 متر وشكلك للي شبها علبه الدولسي المجمده,bullying
هما مفصلين على على بعضيهم كرنيفه واتلمت على الليفه,bullying
حله ولقيت غطاها,not bullying
يعني نكذب ماهو ده الحق,not bullying
بصو,not bullying
ياخوفي,not bullying
هى مش دى الى كانت عامله دور بنت ريا فى ملسلسل ريا وسكينة,not bullying
علشان هما ناس قليلة الذوق الانتقاد مبيبقاش كده ولا بالاسلوب ده واساسا نص الشعب المصري بيعمل حاجات مش عارف يعملها لكن بالتعود بيتقنوا فيها فأنا شايفه إن إللي عاوز يتفرج يتفرج وإللي مش عاوز يسكت بلاش تجريح في الناس ولتقل خيرا أو لتصمت,not bullying
بطلوا هبل بقه الي معندوش موهبه هيتفرض علينا ماكفايه الي خدوا بطولات وتمثيلهم زفت علشان كتر التطبيل لو هي كويسه وشاطره الناس كانت شكرت فيها زي مابيعملوا مع غيرها,bullying
"انا الfeed بتاعي مفيهوش ولا بوست واحد عنها من اول ما طلع المسلسل لحد اللحظة دي ... فبتالي انتي مبتساعديش بحاجة و كلامك عندي يسواي "" صفر "" ... تاني حاجة، الناس كلها عارفة ان ده تمثيل و اَي شخصية في عمل درامي مش هيا هيا الشخصية الي في الحقيقة فبتالي الممثل لما يلاقي تريقة على شكله او شخصيته في عمله الدرامي المفروض انه ميحسش بزعل عشان الي بيتريق بيتريق على الشخصية مش عليه ... الترقية على الشخصية اسمها نقد .. ممكن يكون نقد لاذع او نقد لطيف او نقد بناء او اَي هري مش مهم بس ميزعلش .. انما بقا التريقة على الشخص اسمها تنمر و ده المرفوض ... انتي بقا كلامك ده كله من اوله لاخره لازمته ايه ؟؟ ... يعني صيفتيلي انا ايه و انتي بتدافعي عن شخصية في مسلسل ؟؟؟ ليه الدراما دي كلها ؟؟؟",not bullying
والله اتريقنا متريقناش بكرة هتبقا ممثله وتعمل فلوس عل قفانا,bullying
